       -0.30,       -0.16

        0.25,        0.06

        0.25,        0.06

        0.25,        0.06

        0.25,        0.06

        0.25,        0.07

        0.25,        0.07

        0.25,        0.07

        0.25,        0.07

        0.25,        0.07

        0.25,        0.07

        0.25,        0.07

        0.25,        0.07

        0.25,        0.08

        0.25,        0.08

        0.25,        0.08

        0.25,        0.08

        0.25,        0.08

        0.25,        0.08

        0.25,        0.08

        0.25,        0.09

        0.25,        0.09

        0.25,        0.09

        0.25,        0.09

        0.25,        0.09

        0.25,        0.09

        0.25,        0.09

        0.25,        0.10

        0.25,        0.10

        0.25,        0.10

        0.25,        0.10

        0.25,        0.10

        0.25,        0.10

        0.25,        0.10

        0.25,        0.10

        0.25,        0.11

        0.25,        0.11

        0.25,        0.11

        0.25,        0.11

        0.25,        0.11

        0.25,        0.11

        0.25,        0.11

        0.25,        0.12

        0.25,        0.12

        0.25,        0.12

        0.25,        0.12

        0.25,        0.12

        0.25,        0.12

        0.25,        0.12

        0.25,        0.12

        0.25,        0.13

        0.25,        0.13

        0.25,        0.13

        0.25,        0.13

        0.25,        0.13

        0.25,        0.13

        0.25,        0.13

        0.25,        0.14

        0.24,        0.14

        0.24,        0.14

        0.24,        0.14

        0.24,        0.14

        0.24,        0.14

        0.24,        0.14

        0.24,        0.15

        0.24,        0.15

        0.24,        0.15

        0.24,        0.15

        0.24,        0.15

        0.24,        0.15

        0.24,        0.15

        0.24,        0.15

        0.24,        0.16

        0.24,        0.16

        0.24,        0.16

        0.24,        0.16

        0.24,        0.16

        0.24,        0.16

        0.24,        0.16

        0.24,        0.17

        0.24,        0.17

        0.24,        0.17

        0.24,        0.17

        0.24,        0.17

        0.24,        0.17

        0.24,        0.17

        0.24,        0.17

        0.24,        0.18

        0.24,        0.18

        0.24,        0.18

        0.24,        0.18

        0.23,        0.18

        0.23,        0.18

        0.23,        0.18

        0.23,        0.18

        0.23,        0.19

        0.23,        0.19

        0.23,        0.19

        0.23,        0.19

        0.23,        0.19

        0.23,        0.19

        0.23,        0.19

        0.23,        0.20

        0.23,        0.20

        0.23,        0.20

        0.23,        0.20

        0.23,        0.20

        0.23,        0.20

        0.23,        0.20

        0.23,        0.20

        0.23,        0.21

        0.23,        0.21

        0.23,        0.21

        0.23,        0.21

        0.23,        0.21

        0.23,        0.21

        0.22,        0.21

        0.22,        0.21

        0.22,        0.22

        0.22,        0.22

        0.22,        0.22

        0.22,        0.22

        0.22,        0.22

        0.22,        0.22

        0.22,        0.22

        0.22,        0.22

        0.22,        0.23

        0.22,        0.23

        0.22,        0.23

        0.22,        0.23

        0.22,        0.23

        0.22,        0.23

        0.22,        0.23

        0.22,        0.23

        0.22,        0.24

        0.22,        0.24

        0.22,        0.24

        0.21,        0.24

        0.21,        0.24

        0.21,        0.24

        0.21,        0.24

        0.21,        0.24

        0.21,        0.25

        0.21,        0.25

        0.21,        0.25

        0.21,        0.25

        0.21,        0.25

        0.21,        0.25

        0.21,        0.25

        0.21,        0.25

        0.21,        0.26

        0.21,        0.26

        0.21,        0.26

        0.21,        0.26

        0.21,        0.26

        0.20,        0.26

        0.20,        0.26

        0.20,        0.26

        0.20,        0.27

        0.20,        0.27

        0.20,        0.27

        0.20,        0.27

        0.20,        0.27

        0.20,        0.27

        0.20,        0.27

        0.20,        0.27

        0.20,        0.28

        0.20,        0.28

        0.20,        0.28

        0.20,        0.28

        0.20,        0.28

        0.19,        0.28

        0.19,        0.28

        0.19,        0.28

        0.19,        0.29

        0.19,        0.29

        0.19,        0.29

        0.19,        0.29

        0.19,        0.29

        0.19,        0.29

        0.19,        0.29

        0.19,        0.29

        0.19,        0.30

        0.19,        0.30

        0.19,        0.30

        0.19,        0.30

        0.18,        0.30

        0.18,        0.30

        0.18,        0.30

        0.18,        0.30

        0.18,        0.30

        0.18,        0.31

        0.18,        0.31

        0.18,        0.31

        0.18,        0.31

        0.18,        0.31

        0.18,        0.31

        0.18,        0.31

        0.18,        0.31

        0.18,        0.32

        0.17,        0.32

        0.17,        0.32

        0.17,        0.32

        0.17,        0.32

        0.17,        0.32

        0.17,        0.32

        0.17,        0.32

        0.17,        0.32

        0.17,        0.33

        0.17,        0.33

        0.17,        0.33

        0.17,        0.33

        0.17,        0.33

        0.17,        0.33

        0.16,        0.33

        0.16,        0.33

        0.16,        0.33

        0.16,        0.34

        0.16,        0.34

        0.16,        0.34

        0.16,        0.34

        0.16,        0.34

        0.16,        0.34

        0.16,        0.34

        0.16,        0.34

        0.16,        0.34

        0.15,        0.35

        0.15,        0.35

        0.15,        0.35

        0.15,        0.35

        0.15,        0.35

        0.15,        0.35

        0.15,        0.35

        0.15,        0.35

        0.15,        0.35

        0.15,        0.36

        0.15,        0.36

        0.15,        0.36

        0.14,        0.36

        0.14,        0.36

        0.14,        0.36

        0.14,        0.36

        0.14,        0.36

        0.14,        0.36

        0.14,        0.36

        0.14,        0.37

        0.14,        0.37

        0.14,        0.37

        0.14,        0.37

        0.13,        0.37

        0.13,        0.37

        0.13,        0.37

        0.13,        0.37

        0.13,        0.37

        0.13,        0.38

        0.13,        0.38

        0.13,        0.38

        0.13,        0.38

        0.13,        0.38

        0.13,        0.38

        0.12,        0.38

        0.12,        0.38

        0.12,        0.38

        0.12,        0.38

        0.12,        0.39

        0.12,        0.39

        0.12,        0.39

        0.12,        0.39

        0.12,        0.39

        0.12,        0.39

        0.12,        0.39

        0.11,        0.39

        0.11,        0.39

        0.11,        0.39

        0.11,        0.39

        0.11,        0.40

        0.11,        0.40

        0.11,        0.40

        0.11,        0.40

        0.11,        0.40

        0.11,        0.40

        0.10,        0.40

        0.10,        0.40

        0.10,        0.40

        0.10,        0.40

        0.10,        0.41

        0.10,        0.41

        0.10,        0.41

        0.10,        0.41

        0.10,        0.41

        0.10,        0.41

        0.09,        0.41

        0.09,        0.41

        0.09,        0.41

        0.09,        0.41

