        1.00,        0.23,        0.35,        0.80,        0.07,        0.61,        0.75,        0.65,        0.29,        0.08,        0.58,        0.60,        0.92,        0.71,        0.33,        0.47,        0.22,        0.71,        0.85,        0.04,        0.41,        0.56,        0.94,        0.72,        0.68,        0.63,        0.02,        0.99,        0.07,        0.67,        0.41,        0.30,        0.65,        0.55,        0.81,        0.76,        0.44,        0.74,        0.40,        0.12,        0.26,        0.97,        0.48,        0.29,        0.64,        0.29,        0.64,        0.58,        0.94,        0.32,        0.68,        0.73,        0.44,        0.57,        0.35,        0.37,        0.07,        0.31,        0.27,        0.05,        0.03,        0.03,        0.96,        0.07,        0.00

        1.00,        0.88,        0.66,        0.26,        0.93,        0.22,        0.88,        0.94,        0.22,        0.65,        0.34,        0.75,        0.27,        0.89,        0.69,        0.31,        0.03,        0.72,        0.08,        0.15,        0.71,        0.96,        0.76,        0.85,        0.60,        0.38,        0.56,        0.05,        0.74,        0.47,        0.29,        0.27,        0.56,        0.81,        0.27,        0.84,        0.34,        0.45,        0.53,        0.88,        0.38,        0.70,        0.10,        0.20,        0.17,        0.50,        0.84,        0.67,        0.98,        0.92,        0.89,        0.10,        0.43,        0.56,        0.02,        0.31,        0.64,        0.12,        0.57,        0.23,        0.43,        0.40,        0.47,        0.35,        0.00

        1.00,        0.56,        0.54,        0.53,        0.12,        0.96,        0.66,        0.67,        0.29,        0.84,        0.49,        0.33,        0.47,        0.96,        0.97,        0.55,        0.38,        0.94,        0.20,        0.85,        0.65,        0.47,        0.03,        0.48,        0.78,        0.98,        0.02,        0.52,        0.97,        0.63,        0.03,        0.49,        0.58,        0.82,        0.51,        0.54,        0.25,        0.14,        0.04,        0.73,        0.72,        0.04,        0.41,        0.41,        0.16,        0.93,        0.15,        0.86,        0.35,        0.32,        0.82,        0.32,        0.04,        0.60,        0.04,        0.17,        0.60,        0.82,        0.34,        0.45,        0.32,        0.13,        0.17,        0.45,        0.00

        1.00,        0.72,        0.95,        0.96,        0.82,        0.04,        0.41,        0.17,        0.70,        0.68,        0.70,        0.42,        0.41,        0.55,        0.73,        0.46,        0.58,        0.65,        0.98,        0.32,        0.04,        0.44,        0.78,        0.78,        0.40,        0.53,        0.54,        0.69,        0.15,        0.59,        0.27,        0.10,        0.72,        0.04,        0.67,        0.79,        0.90,        0.09,        0.77,        0.35,        0.61,        0.13,        0.84,        0.66,        0.62,        0.82,        0.85,        0.70,        0.01,        0.18,        0.80,        0.92,        0.70,        0.64,        0.63,        0.09,        0.96,        0.19,        0.58,        0.31,        0.59,        0.84,        0.44,        0.33,        0.00

        1.00,        0.52,        0.35,        0.10,        0.98,        0.33,        0.14,        0.12,        0.38,        0.86,        0.42,        0.41,        0.14,        0.89,        0.48,        0.67,        0.83,        0.37,        0.22,        0.40,        0.76,        0.77,        0.19,        0.19,        0.57,        0.90,        0.85,        0.20,        0.30,        0.37,        0.46,        0.02,        0.81,        0.59,        0.79,        0.49,        0.73,        0.39,        0.38,        0.63,        0.77,        0.33,        0.33,        0.88,        0.38,        0.23,        0.16,        0.50,        0.58,        0.45,        0.28,        0.79,        0.90,        0.76,        0.45,        0.69,        0.16,        0.58,        0.86,        0.24,        0.09,        0.83,        0.54,        0.92,        0.00

        1.00,        0.10,        0.33,        0.83,        0.03,        0.12,        0.80,        0.55,        0.90,        0.56,        0.95,        0.40,        0.50,        0.42,        0.87,        0.97,        0.25,        0.19,        0.13,        0.23,        0.11,        0.44,        0.81,        0.85,        0.69,        0.17,        0.84,        0.57,        0.73,        0.16,        0.89,        0.41,        0.11,        0.70,        0.67,        0.91,        0.27,        0.80,        0.90,        0.90,        0.79,        0.42,        0.30,        0.18,        0.14,        0.60,        0.83,        0.82,        0.23,        0.55,        0.62,        0.10,        0.17,        0.29,        0.49,        0.62,        0.65,        0.40,        0.02,        0.81,        0.08,        0.17,        0.18,        0.47,        0.00

        1.00,        0.22,        0.61,        0.15,        0.54,        0.10,        0.33,        0.83,        0.73,        0.61,        0.94,        0.82,        0.70,        0.27,        0.03,        0.94,        0.07,        0.17,        0.07,        0.19,        0.12,        0.33,        0.25,        0.65,        0.94,        0.96,        0.04,        0.99,        0.29,        0.91,        0.55,        0.07,        0.82,        0.93,        0.41,        0.93,        0.53,        0.09,        0.46,        0.48,        0.68,        0.71,        0.75,        0.80,        0.77,        0.99,        0.22,        0.09,        0.66,        0.51,        0.94,        0.05,        0.32,        0.58,        0.09,        0.96,        0.77,        0.40,        0.46,        0.07,        0.02,        0.42,        0.02,        0.38,        0.00

        1.00,        0.13,        0.12,        0.69,        0.80,        0.19,        0.57,        0.35,        0.48,        0.51,        0.24,        0.55,        0.23,        0.70,        0.06,        0.91,        0.85,        0.49,        0.73,        0.89,        0.10,        0.64,        0.39,        0.32,        0.87,        0.48,        0.99,        0.69,        0.11,        0.29,        0.54,        0.52,        0.32,        0.73,        0.53,        0.98,        0.42,        0.08,        0.31,        0.32,        0.27,        0.31,        0.86,        0.15,        0.55,        0.47,        0.52,        0.39,        0.59,        0.11,        0.93,        0.08,        0.94,        0.37,        0.78,        0.09,        0.46,        0.69,        0.59,        0.89,        0.96,        0.61,        0.39,        0.95,        0.00

        1.00,        0.57,        0.36,        0.74,        0.16,        0.98,        0.98,        0.78,        0.73,        0.45,        0.18,        0.53,        0.64,        0.34,        0.03,        0.78,        0.63,        0.31,        0.73,        0.38,        0.89,        0.25,        0.29,        0.70,        0.36,        0.27,        0.78,        0.13,        0.42,        0.87,        0.88,        0.34,        0.83,        0.18,        0.03,        0.54,        0.20,        0.23,        0.22,        0.16,        0.52,        0.06,        0.73,        0.50,        0.02,        0.12,        0.84,        0.51,        0.97,        0.91,        0.40,        0.30,        0.32,        0.99,        0.13,        0.54,        0.73,        0.82,        0.41,        0.53,        0.65,        0.17,        0.63,        0.27,        0.00

        1.00,        0.21,        0.71,        0.19,        0.17,        0.34,        0.21,        0.47,        0.00,        0.72,        0.93,        0.97,        0.96,        0.17,        0.03,        0.49,        0.52,        0.04,        0.77,        0.59,        0.49,        0.07,        0.61,        0.14,        0.09,        0.10,        0.23,        0.65,        0.32,        0.77,        0.78,        0.54,        0.23,        0.20,        0.48,        0.97,        0.06,        0.83,        0.49,        0.24,        0.56,        0.22,        0.82,        0.67,        0.99,        0.93,        0.33,        0.92,        0.54,        0.64,        0.27,        0.06,        0.32,        0.77,        0.85,        0.71,        0.02,        0.97,        0.56,        0.33,        0.34,        0.49,        0.18,        0.26,        0.00

